"title","year","class","imdbID","plot"
"Rio Bravo","1959","Drama","tt0053221","Sheriff John T. Chance has his hands full after arresting Joe Burdette for murder. He knows that Burdette's brother Nathan, a powerful rancher, will go to any lengths to get him out of jail. Chance's good friend Pat Wheeler offers to help but within 20 minutes of making the offer is gunned down in the street, shot in the back. That leaves his elderly deputy Stumpy, the town drunk Dude - once a deputy and a pretty good shot when he was sober - and a young hand, Colorado, who used to work for Wheeler. Nathan Burdette meanwhile has a couple of dozen men at his disposal. Chance does his best to prepare all the while romancing a pretty gamblers who goes by the name of Feathers."
"Road to Morocco","1942","Comedy","tt0035262","Jeff and Turkey, two wild and crazy guys adrift on a raft in the Mediterranean, are cast away on a desert shore and hop a convenient camel to an Arabian Nights city where Turkey soon finds himself sold as a slave...to luscious Princess Shalmar of Karameesh. Naturally, Jeff would like to rescue Turkey from this ""dire"" fate, even if it means taking his place! But they haven't figured on virile desert chieftain Mullay Kassim, who has designs on the princess himself..."
"Rocky","1976","Drama","tt0075148","Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time."
"Roman Holiday","1953","Comedy","tt0046250","Joe Bradley is a reporter for the American News Service in Rome, a job he doesn't much like as he would rather work for what he considers a real news agency back in the States. He is on the verge of getting fired when he, sleeping in and getting caught in a lie by his boss Hennessy, misses an interview with HRH Princess Ann, who is on a goodwill tour of Europe, Rome only her latest stop. However, he thinks he may have stumbled upon a huge scoop. Princess Ann has officially called off all her Rome engagements due to illness. In reality, he recognizes the photograph of her as being the young well but simply dressed drunk woman he rescued off the street last night (as he didn't want to turn her into the police for being a vagrant), and who is still in his small studio apartment sleeping off her hangover. What Joe doesn't know is that she is really sleeping off the effects of a sedative given to her by her doctor to calm her down after an anxiety attack, that anxiety because she hates her regimented life where she has no freedom and must always do and say the politically correct things, not what is truly on her mind or in her heart. In wanting just a little freedom, she seized upon a chance opportunity to escape from the royal palace where she was staying, albeit with no money in her pockets. Joe believes he can get an exclusive interview with her without she even knowing that he's a reporter or that he's interviewing her. As Joe accompanies ""Anya Smith"" - her name as she tells him in trying to hide her true identity - around Rome on her incognito day of freedom somewhat unaware that the secret service is searching for her, along for the ride is Joe's photographer friend, Irving Radovich, who Joe has tasked with clandestinely taking photographs of her, those photos to accompany the story. As the day progresses, Joe and Ann slowly start to fall for each other. Their feelings for each other affect what both decide to do, Ann with regard to her royal duties, Joe with regard to the story, and both with regard to if there is a future for them together."
"Rosemary's Baby","1968","Drama","tt0063522","Rosemary and Guy Woodhouse move into an apartment in an opulent but gothic building in Manhattan. Their landlord Edward ""Hutch"" Hutchins attempts to dissuade them from doing so: the building has an unsavory history. They discover that their neighbors are a very friendly elderly couple named Roman and Minnie Castevet, and Guy begins to spend a great deal of time with them. Strange things begin to happen: a young woman Rosemary meets in the laundry commits suicide, Rosemary has strange dreams and hears strange noises and Guy becomes remote and distant. Then Rosemary falls pregnant and begins to suspect that her neighbors have special plans for her child."
"Roxanne","1987","Comedy","tt0093886","Based on the play ""Cyrano de Bergerac"", large nosed C.D. Bales falls for the beautiful Roxanne while she falls for his personality but another man's looks."
"Ruggles of Red Gap","1935","Comedy","tt0026955","While visiting Paris in 1908, upper class Lord Burnstead loses his butler playing poker. Egbert and Effie Floud bring Ruggles back to Red Gap, Washington. Effie wants to take advantage of Ruggles' upper class background to influence Egbert's hick lifestyle. However, Egbert is more interested in partying and he takes Ruggles to the local 'beer bust'. When word gets out that ""Colonel Ruggles is staying with his close friends"" in the local paper, the butler becomes a town celebrity. After befriending Mrs. Judson, a widow who he impresses with his culinary skills, Ruggles decides to strike out on his own and open a restaurant. His transition from servant to independent man will depend on its success."
"Safety Last!","1923","Comedy","tt0014429","In 1922, the country boy Harold says goodbye to his mother and his girlfriend Mildred in the train station and leaves Great Bend expecting to be successful in the big city. Harold promises to Mildred to get married with her as soon as he ""make good"". Harold shares a room with his friend ""Limpy"" Bill and he finally gets a job as salesman in the De Vore Department Store. However, he pawns Bill's phonograph, buys a lavaliere and writes to Mildred telling that he is a manager of De Vore. One day, Harold sees an old friend from Great Bend that is a policeman and when he meets his friend Bill, he asks Bill to push the policeman over him and make him fall down. However Bill pushes the wrong policeman that chases him, but he escapes climbing up a building. Out of the blue, Mildred is convinced by her mother to visit Harold without previous notice and he pretends to be the manager of De Vore. When Harold overhears the general manager telling that he would give one thousand dollars to to anyone that could promote De Vore attracting people to the department store, he offers five hundred dollars to Bill to climb up the Bolton Building. However things go wrong when the angry policeman decides to check whether the mystery man that will climb up the building is the one who pushed him over on the floor."
"Salt of the Earth","1954","Drama","tt0047443","Based on an actual strike against the Empire Zinc Mine in New Mexico, the film deals with the prejudice against the Mexican-American workers, who struck to attain wage parity with Anglo workers in other mines and to be treated with dignity by the bosses. In the end, the greatest victory for the workers and their families is the realization that prejudice and poor treatment are conditions that are not always imposed by outside forces."
"Saturday Night Fever","1977","Drama","tt0076666","Nineteen-year-old Brooklyn native Tony Manero lives for Saturday nights at the local disco, where he's king of the club, thanks to his stylish moves on the dance floor. But outside of the club, things don't look so rosy. At home, Tony fights constantly with his father and has to compete with his family's starry-eyed view of his older brother, a priest. Nor can he find satisfaction at his dead-end job at a small paint store. However, things begin to change when he spies Stephanie Mangano in the disco and starts training with her for the club's dance competition. Stephanie dreams of the world beyond Brooklyn, and her plans to move to Manhattan just over the bridge soon change Tony's life forever."
"Saving Private Ryan","1998","Drama","tt0120815","Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother..."
"Scarface","1932","Drama","tt0023427","Johnny Lovo rises to the head of the bootlegging crime syndicate on the south side of Chicago following the murder of former head, Big Louis Costillo. Johnny contracted Big Louis' bodyguard, Tony Camonte, to make the hit on his boss. Tony becomes Johnny's second in command, and is not averse to killing anyone who gets in his and Johnny's way. As Tony is thinking bigger than Johnny and is not afraid of anyone or anything, Tony increasingly makes decisions on his own instead of following Johnny's orders, especially in not treading on the north side run by an Irish gang led by a man named O'Hara, of whom Johnny is afraid. Tony's murder spree increases, he taking out anyone who stands in his and Johnny's way of absolute control on the south side, and in Tony's view absolute control of the entire city. Tony's actions place an unspoken strain between Tony and Johnny to the point of the two knowing that they can't exist in their idealized world with the other. Tony's ultimate downfall may be one of two women in his life: Poppy, Johnny's girlfriend to who Tony is attracted; and Tony's eighteen year old sister, Cesca, who is self-professed to be older mentally than her years much to Tony's chagrin, he who will do anything to protect her innocence. Cesca ultimately comes to the realization that she is a lot more similar to her brother than she first imagined."
"Scarface","1983","Drama","tt0086250","Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down."
"Schindler's List","1993","Drama","tt0108052","Oskar Schindler is a vainglorious and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us."
"Sense and Sensibility","1995","Drama","tt0114388","When Mr. Dashwood dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and their three daughters (Elinor, Marianne, and Margaret) in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of both practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars, his family disapproves and separates them. And though Mrs. Jennings tries to match the worthy (and rich) Colonel Brandon to her, Marianne finds the dashing and fiery John Willoughby more to her taste. Both relationships are sorely tried."
"Sergeant York","1941","Drama","tt0034167","A hillbilly sharpshooter drafted in WW1 despite his claim to be a pacifist, who ends up becoming a war hero."
"Serpico","1973","Drama","tt0070666","Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known."
"Sex, Lies, and Videotape","1989","Drama","tt0098724","Ann is married to John, who is having an affair with her sister Cynthia. Ann's a quiet type and unwilling to let herself go. When John's old friend, Graham, shows up, all their lives change. Graham likes to videotape interviews with women."
"Shadows","1959","Drama","tt0053270","Cassavetes' jazz-scored improvisational film explores interracial friendships and relationships in Beat-Era (1950s) New York City."
"Shall We Dance","1937","Comedy","tt0029546","Ballet star Pete ""Petrov"" Peters arranges to cross the Atlantic aboard the same ship as the dancer he's fallen for but barely knows, musical star Linda Keene. By the time the ocean liner reaches New York, a little white lie has churned through the rumor mill and turned into a hot gossip item: that the two celebrities are secretly married."
"Shane","1953","Drama","tt0046303","A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act."
"Sherlock Jr.","1924","Comedy","tt0015324","A meek and mild projectionist, who also cleans up after screenings, would like nothing better than to be a private detective. He becomes engaged to a pretty girl but a ladies man known as the Sheik vies for her affection. He gets rid of the projectionist by stealing a pocket watch belonging to the girl's father - which he pawns to buy her an expensive box of candy. He then slips the pawn ticket into the projectionist's pocket and subsequently is found by the police. He doesn't have much luck but in his dreams, he the debonair and renowned detective Sherlock Jr. who faces danger and solves the crime. In real life, the girl solves crimes quickly."
"Shock Corridor","1963","Drama","tt0057495","Johnny Barrett, an ambitious journalist, is determined to win a Pulitzer Prize by solving a murder committed in a lunatic asylum and witnessed only by three inmates, from whom the police have been unable to extract the information. With the connivance of a psychiatrist, and the reluctant help of his girlfriend, he succeeds in having himself declared insane and sent to the asylum. There he slowly tracks down and interviews the witnesses - but things are stranger than they seem ..."
"Shoes","1916","Drama","tt0007340","A young working girl must suport her family on only five dollars a week. The strain of trying to feed, house and clothe her mother, her father and three brothers finally gets to be too much, and she winds up selling her body for a pair of shoes."
"Show People","1928","Comedy","tt0019379","Colonel Pepper brings his daughter, Peggy, to Hollywood from Georgia to be an actress. There she meets Billy who gets her work at Comet Studio doing comedies with him. But Peggy is discovered by High Art Studio and she leaves Billy and Comet to work there. For her new image, she is now Patricia Pepoire and ignores Billy when he sees her on location. When she is not longer wanted by the little people who do not understand ""ART"", she plans to marry Andre to get a fake title. Billy will not let her go without a fight."
"Shrek","2001","Comedy","tt0126029","When a green ogre named Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out with a very loud donkey by his side to 'persuade' Farquaad to give Shrek his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is awaiting her true love in a tower guarded by a fire-breathing dragon. But once they head back with Fiona, it starts to become apparent that not only does Shrek, an ugly ogre, begin to fall in love with the lovely princess, but Fiona is also hiding a huge secret."
"Silkwood","1983","Drama","tt0086312","Fairly accurate recounting of the story of Karen Silkwood, the Oklahoma nuclear-plant worker who blew the whistle on dangerous practices at the Kerr-McGee plant and who died under circumstances which are still under debate."
"Singin' in the Rain","1952","Comedy","tt0045152","1927 Hollywood. Monumental Pictures' biggest stars, glamorous on-screen couple Lina Lamont and Don Lockwood, are also an off-screen couple if the trade papers and gossip columns are to be believed. Both perpetuate the public perception if only to please their adoring fans and bring people into the movie theaters. In reality, Don barely tolerates her, while Lina, despite thinking Don beneath her, simplemindedly believes what she sees on screen in order to bolster her own stardom and sense of self-importance. R.F. Simpson, Monumental's head, dismisses what he thinks is a flash in the pan: talking pictures. It isn't until The Jazz Singer (1927) becomes a bona fide hit which results in all the movie theaters installing sound equipment that R.F. knows Monumental, most specifically in the form of Don and Lina, have to jump on the talking picture bandwagon, despite no one at the studio knowing anything about the technology. Musician Cosmo Brown, Don's best friend, gets hired as Monumental's ideas man and musical director. And by this time, Don has secretly started dating Kathy Selden, a chorus girl who is trying to make it big in pictures herself. Don and Kathy's relationship is despite their less than friendly initial meeting. Cosmo and Kathy help Don, who had worked his way up through the movie ranks to stardom, try make the leap to talking picture stardom, with Kathy following along the way. However, they have to overcome the technological issues. But the bigger problem is Lina, who will do anything to ensure she also makes the successful leap into talking pictures, despite her own inabilities and at anyone and everyone else's expense if they get in her way, especially Kathy as Don's off screen girlfriend and possibly his new talking picture leading lady."
"Sky High","1922","Drama","tt0013607","A government agent investigates a ring that is smuggling Chinese aliens across the border from Mexico. His investigation takes him to the Grand Canyon. He finds a dazed girl wandering around who has become separated from her companions and is lost. He and the girl are soon found by her companions - the smuggling ring!"
"Snow-White","1933","Comedy","tt0024578","The evil, long-nosed queen asks the magic mirror in her hand who's the fairest in the land, and the mirror replies that she is. But into the queen's cave walks Betty Boop, singing that she wants to see her stepmama. Now Betty is the fairest in the land and the queen orders her beheaded. Koko and Bimbo can't bring themselves to do it. Later, Betty ends up encased in a block of ice. The Seven Dwarfs, thinking she's dead, bring her into the Mystery Cave, her final resting place. Bimbo and Koko join them. And so does the queen, who has changed herself into a witch. The clown, with Cab Calloway's voice, sings ""St. James Infirmary Blues"" in the weird cave full of flying skeletons and floating ghosts. Only a reversal of fortune can save Betty and the two heroes now."
"So's Your Old Man","1926","Comedy","tt0017410","Poor glazier Sam Bisbee has invented break-proof glass. He intends to show it off to a convention of automobile men. Due to a mixup his car is switched with another and his demonstration toss of a brick simply breaks the car's windshield. On the way home he thinks a woman is trying to commit suicide and so prevents her. The woman is really Princess Lescaboura, who arrives in Bisbee's home town looking for him."
"Some Like It Hot","1959","Comedy","tt0053291","When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
"Sons of the Desert","1933","Comedy","tt0024601","So that he and Stan can sneak away to Chicago and attend the annual ""Sons of the Desert"" lodge convention, Ollie pretends to be sick, and gets a doctor (who turns out to be a veterinarian) to prescribe a long ocean voyage to Hawaii. Decked out in leis and strumming ukeleles, they return home only to learn that the ship supposedly carrying them has sunk. Their hastily- contrived tale of ""ship-hiking"" their way back cuts no ice with their wives, who've been at the movies watching a newsreel of the lodge's convention parade, starring... guess who?"
"Sophie's Choice","1982","Drama","tt0084707","Sophie is the survivor of Nazi concentration camps, who has found a reason to live in Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust. They befriend Stingo, the movie's narrator, a young American writer new to New York City. But the happiness of Sophie and Nathan is endangered by her ghosts and his obsessions."
"Spartacus","1960","Drama","tt0054331","In 73 BCE, a Thracian slave leads a revolt at a gladiatorial school run by Lentulus Batiatus. The uprising soon spreads across the Italian Peninsula involving thousand of slaves. The plan is to acquire sufficient funds to acquire ships from Silesian pirates who could then transport them to other lands from Brandisium in the south. The Roman Senator Gracchus schemes to have Marcus Publius Glabrus, Commander of the garrison of Rome, lead an army against the slaves who are living on Vesuvius. When Glabrus is defeated his mentor, Senator and General Marcus Licinius Crassus is greatly embarrassed and leads his own army against the slaves. Spartacus and the thousands of freed slaves successfully make their way to Brandisium only to find that the Silesians have abandoned them. They then turn north and must face the might of Rome."
"Splendor in the Grass","1961","Drama","tt0055471","It's 1928 in oil rich southeast Kansas. High school seniors Bud Stamper and Deanie Loomis are in love with each other. Bud, the popular football captain, and Deanie, the sensitive soul, are ""good"" kids who have only gone as far as kissing. Unspoken to each other, they expect to get married to each other one day. But both face pressures within the relationship, Bud who has the urges to go farther despite knowing in his heart that if they do that Deanie will end up with a reputation like his own sister, Ginny Stamper, known as the loose, immoral party girl, and Deanie who will do anything to hold onto Bud regardless of the consequences. They also face pressures from their parents who have their own expectation for their offspring. Bud's overbearing father, Ace Stamper, the local oil baron, does not believe Bud can do wrong and expects him to go to Yale after graduation, which does not fit within Bud's own expectations for himself. And the money and image conscious Mrs. Loomis just wants Deanie to get married as soon as possible to Bud so that Deanie will have a prosperous life in a rich family. When Bud makes a unilateral decision under these pressures, it leads to a path which affects both his and Deanie's future."
"St. Louis Blues","1929","Drama","tt0020447","In this all-black cast short, legendary blues singer Bessie Smith finds her gambler lover Jimmy messin' with a pretty, younger woman; he leaves and she sings the blues, with chorus and ..."
"Stand and Deliver","1988","Drama","tt0094027","Jaime Escalante is a mathematics teacher in a school in a Hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods help gang members and no-hopers pass the rigorous Advanced Placement exam in calculus."
"Stark Love","1927","Drama","tt0018446","A young boy named Rob Warwick reads chivalrous books about how women should be treated better than how he grew up in the mountains. He goes to the city to get an education. While he is away, his father and a close neighbor friend have made his life change drastically. Rob must defeat is personal demons (or someone else must) for him to be free of the stereotypical life of a mountain hillbilly."
"Steamboat Willie","1928","Comedy","tt0019422","Mickey is piloting a steamboat when Captain Pete comes to the bridge and throws him off. They stop to pick up cargo. Minnie just misses the boat and Mickey uses the crane to grab her. She drops her sheet music of ""Turkey in the Straw"" and a goat eats it. With help from Mickey, she cranks the goat's tail, and it plays the tune. Mickey accompanies on percussion and by torturing various animals, until Pete comes down and puts a stop to it, putting Mickey to work peeling potatoes. While this is the first sound Mickey Mouse, there's no dialog."
"Sunrise","1927","Drama","tt0018455","In this fable-morality subtitled ""A Song of Two Humans"", the ""evil"" temptress is a city woman who bewitches farmer Anses and tries to convince him to murder his neglected wife, Indre."
"Sunset Boulevard","1950","Drama","tt0043014","In Hollywood of the 50's, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown to work in an office. While trying to escape from his creditors, he has a flat tire and parks his car in a decadent mansion in Sunset Boulevard. He meets the owner and former silent-movie star Norma Desmond, who lives alone wit her butler and driver Max von Mayerling. Norma is demented and believes she will return to the cinema industry, and is protected and isolated from the world by Max, who was his director and husband in the past and still loves her. Norma proposes Joe to move to the mansion and help her in writing a screenplay for her comeback to the cinema, and the small-time writer becomes her lover and gigolo. When Joe falls in love for the young aspirant writer Betty Schaefer, Norma becomes jealous and completely insane and her madness leads to a tragic end."
"Superman","1978","Drama","tt0078346","Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane"
"Sweet Smell of Success","1957","Drama","tt0051036","J.J. Hunsecker, the most powerful newspaper columnist in New York, is determined to prevent his sister from marrying Steve Dallas, a jazz musician. He therefore covertly employs Sidney Falco, a sleazy and unscrupulous press agent, to break up the affair by any means possible."
"Swing Time","1936","Comedy","tt0028333","Lucky is tricked into missing his wedding to Margaret by the other members of Pop's magic and dance act, and has to make $25000 to be allowed to marry her. He and Pop go to New York where they run into Penny, a dancing instructor. She and Lucky form a successful dance partnership, but romance is blighted (till the end of the film at least!) by his old attachment to Margaret and hers for Ricardo, the band leader who won't play for them to dance together."
"Tabu: A Story of the South Seas","1931","Drama","tt0022458","In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl to be the Chosen Maid and it is forbidden for any man to even look upon her. Refusing to accept a life apart, they run off to another island, one that is decadent and westernized. The boy works as a pearl diver but not quite understanding the concept of money, is soon in debt. When the old warrior tracks them down they again plan to run away but in a desperate attempt to pay off his debts, the boy dives for pearls in shark-infested waters. The boy is successful but fate seems determined to keep the two lovers apart."
"Taxi Driver","1976","Drama","tt0075314","Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew."
"Tess of the Storm Country","1914","Drama","tt0004681","A wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder."
"The African Queen","1951","Drama","tt0043265","September 1914, news reaches the colony German Eastern Africa that Germany is at war, so Reverend Samuel Sayer became a hostile foreigner. German imperial troops burn down his mission; he is beaten and dies of fever. His well-educated, snobbish sister Rose Sayer buries him and leaves by the only available transport, the dilapidated river steamboat 'African Queen' of grumpy Charlie Allnut. As if a long difficult journey without any comfort weren't bad enough for such odd companions, she is determined to find a way to do their bit for the British war effort (and avenge her brother) and aims high, as God is obviously on their side: construct their own equipment, a torpedo and the converted steamboat, to take out a huge German warship, the Louisa, which is hard to find on the giant lake and first of all to reach, in fact as daunting an expedition as anyone attempted since the late adventurous explorer John Speakes, but she presses till Charlie accepts to steam up the Ulana, about to brave a German fort, raging rapids, very bloodthirsty parasites and the endlessly branching stream which seems to go nowhere but impenetrable swamps... Despite fierce rows and moral antagonism between a bossy devout abstentionist and a free-spirited libertine drunk loner, the two grow closer to each-other as their quest drags on..."
"The Asphalt Jungle","1950","Drama","tt0042208","A major heist goes off as planned, until bad luck and double crosses cause everything to unravel."
"The Awful Truth","1937","Comedy","tt0028597","Before their divorce becomes final, Jerry and Lucy Warriner both do their best to ruin each other's plans for remarriage, Jerry to haughty socialite Barbara Vance, she to oil-rich bumpkin Daniel Leeson. Among their strategies: Jerry's court-decreed visitation rights with Mr. Smith, their pet fox terrier, and Lucy doing her most flamboyant Dixie Belle Lee impersonation as Jerry's brassy ""sister"" before his prospective bride's scandalized family."
"The Bad and the Beautiful","1952","Drama","tt0044391","Told in flashback form, the film traces the rise and fall of a tough, ambitious Hollywood producer Jonathan Shields, as seen through the eyes of various acquaintances, including a writer James Lee Bartlow, a star Georgia Lorrison and a director Fred Amiel. He is a hard-driving, ambitious man who ruthlessly uses everyone - including the writer, star and director - on the way to becoming one of Hollywood's top movie makers."
"The Band Wagon","1953","Comedy","tt0045537","Tony Hunter, a famous singer/dancer movie star, is feeling washed up and old hat (old top hat, tie and tails to be exact). The reporters are out for Ava Gardner, not him. But his old friends Lily and Les Martin have an idea for a funny little Broadway show and he agrees to do it. But things begin to get out of hand, when bigshot ""artistic"" director/producer/star Jeffrey Cordova joins the production, proclaims it's a modernistic Faust and insists on hiring a prima ballerina, Gabrielle Gerard, to star opposite Tony, and it's hate at first sight. And her jealous choreographer isn't helping to ease the tension. The show is doomed by pretentiousness. But romance, a ""let's put on a show"" epiphany, and a triumphant opening are waiting in the wings. After all, this is a musical comedy!"
"The Bank Dick","1940","Comedy","tt0032234","Egbert Sousé leads an ordinary life but is about to have an extraordinary day. Henpecked at home home by his demanding wife Agatha and more or less ignored by his daughter Myrtle, he sets off for the day. He comes across a movie shoot whose drunken director hasn't shown up for work and Egbert, saying he has experience, is hired. Afterward, he gets credit for stopping bank robbers and is rewarded with a job as the bank guard. He seems headed for trouble however when he convinces his son-in-law Og, a teller at the same bank, to use $500 for can't lose investment. The investment is a scam however and when the bank examiner arrives, it looks bad for them. As you would expect however, it all turns out well in the end."
"The Beau Brummels","1928","Comedy","tt0430590","Vaudevillians Al Shaw and Sam Lee take to the stage in identical ill-fitting suits with bowlers and bow ties. Standing shoulder to shoulder facing the camera, they begin and end with comic songs; between the songs is a string of jokes and quips. The first song is a parody of ""In the merry, merry month of May"" and the concluding song is a song about a song. At the end, they throw in a bit of tap dancing. The camera doesn't move."
"The Best Years of Our Lives","1946","Drama","tt0036868","The story concentrates on the social re-adjustment of three World War II servicemen, each from a different station of society. Al Stephenson returns to an influential banking position, but finds it hard to reconcile his loyalties to ex-servicemen with new commercial realities. Fred Derry is an ordinary working man who finds it difficult to hold down a job or pick up the threads of his marriage. Having had both hands burnt off during the war, Homer Parrish is unsure that his fiancée's feelings are still those of love and not those of pity. Each of the veterans faces a crisis upon his arrival, and each crisis is a microcosm of the experiences of many American warriors who found an alien world awaiting them when they came marching home."
"The Big Broadcast of 1938","1938","Comedy","tt0029912","New ocean liner S.S. Gigantic is about to race its rival, the Colossal. Gigantic owner T.F. Bellows sends his brother S.B. on the Colossal, hoping he will cause trouble; delayed by a golf game, S.B. lands on Gigantic instead, and so does his unlucky daughter Martha. Meanwhile, radio emcee Buzz Fielding announces a series of musical acts and tries to juggle fiancée Dorothy and three ex-wives who've come for the ride. Can the Gigantic win against all handicaps? Will true love triumph?"
"The Big Lebowski","1998","Comedy","tt0118715","""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
"The Big Parade","1925","Drama","tt0015624","The idle son of a rich businessman joins the army when the U.S.A. enters World War One. He is sent to France, where he becomes friends with two working-class soldiers. He also falls in love with a Frenchwoman, but has to leave her to move to the frontline."
"The Birds","1963","Drama","tt0056869","Melanie Daniels is the modern rich socialite, part of the jet-set who always gets what she wants. When lawyer Mitch Brenner sees her in a pet shop, he plays something of a practical joke on her, and she decides to return the favor. She drives about an hour north of San Francisco to Bodega Bay, where Mitch spends the weekends with his mother Lydia and younger sister Cathy. Soon after her arrival, however, the birds in the area begin to act strangely. A seagull attacks Melanie as she is crossing the bay in a small boat, and then, Lydia finds her neighbor dead, obviously the victim of a bird attack. Soon, birds in the hundreds and thousands are attacking anyone they find out of doors. There is no explanation as to why this might be happening, and as the birds continue their vicious attacks, survival becomes the priority."
"The Birth of a Nation","1915","Drama","tt0004972","Two brothers, Phil and Ted Stoneman, visit their friends in Piedmont, South Carolina: the family Cameron. This friendship is affected by the Civil War, as the Stonemans and the Camerons must join up opposite armies. The consequences of the War in their lives are shown in connection to major historical events, like the development of the Civil War itself, Lincoln's assassination, and the birth of the Ku Klux Klan."
"The Blood of Jesus","1941","Drama","tt0033406","In the rural south of the United States, a godly young woman is accidently wounded by her unchurched husband. She succumbs to the injuries, whereupon a good angel bids her to journey with him to the Crossroads of Life. Before she can travel far, the devil lures her with the temptations of juke joints and the city. Can she regain the straight and narrow before it's too late? And what is to become of those she left behind?"
"The Bodyguard","1992","Drama","tt0103855","A pop singer has been receiving threatening notes, and her manager hires a bodyguard known for his good work. The bodyguard ruffles the singer's feathers and most of her entourage by tightening security more than they feel is necessary. The bodyguard is haunted by the fact that he was on Reagan's secret service staff but wasn't there to prevent the attack by Hinckley. Eventually the bodyguard and the singer start an affair, and she begins to believe his precautions are necessary when the stalker strikes close to home."
"The Bridge on the River Kwai","1957","Drama","tt0050212","The film deals with the situation of British prisoners of war during World War II who are ordered to build a bridge to accommodate the Burma-Siam railway. Their instinct is to sabotage the bridge but, under the leadership of Colonel Nicholson, they are persuaded that the bridge should be constructed as a symbol of British morale, spirit and dignity in adverse circumstances. At first, the prisoners admire Nicholson when he bravely endures torture rather than compromise his principles for the benefit of the Japanese commandant Saito. He is an honorable but arrogant man, who is slowly revealed to be a deluded obsessive. He convinces himself that the bridge is a monument to British character, but actually is a monument to himself, and his insistence on its construction becomes a subtle form of collaboration with the enemy. Unknown to him, the Allies have sent a mission into the jungle, led by Warden and an American, Shears, to blow up the bridge."
